CID,Capítulo,Descrição,Codigo
F933,Transtornos mentais e comportamentais,Transtorno de rivalidade entre irmãos,F933 - Transtorno de rivalidade entre irmãos
F938,Transtornos mentais e comportamentais,Outros transtornos emocionais da infância,F938 - Outros transtornos emocionais da infância
F939,Transtornos mentais e comportamentais,Transtorno emocional da infância não especificado,F939 - Transtorno emocional da infância não especificado
F94,Transtornos mentais e comportamentais,Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,F94 - Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência
F940,Transtornos mentais e comportamentais,Mutismo eletivo,F940 - Mutismo eletivo
F941,Transtornos mentais e comportamentais,Distúrbio reativo de vinculação da infância,F941 - Distúrbio reativo de vinculação da infância
F942,Transtornos mentais e comportamentais,"Transtorno de fixação da infância, com desinibição","F942 - Transtorno de fixação da infância, com desinibição"
F948,Transtornos mentais e comportamentais,Outros transtornos do funcionamento social na infância,F948 - Outros transtornos do funcionamento social na infância
F949,Transtornos mentais e comportamentais,Transtorno do funcionamento social da infância não especificado,F949 - Transtorno do funcionamento social da infância não especificado
F95,Transtornos mentais e comportamentais,Tiques,F95 - Tiques
F950,Transtornos mentais e comportamentais,Tique transitório,F950 - Tique transitório
F951,Transtornos mentais e comportamentais,Tique motor ou vocal crônico,F951 - Tique motor ou vocal crônico
F952,Transtornos mentais e comportamentais,Tiques vocais e motores múltiplos combinados [doença de Gilles de la Tourette],F952 - Tiques vocais e motores múltiplos combinados [doença de Gilles de la Tourette]
F958,Transtornos mentais e comportamentais,Outros tiques,F958 - Outros tiques
F959,Transtornos mentais e comportamentais,Tique não especificado,F959 - Tique não especificado
F98,Transtornos mentais e comportamentais,Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,F98 - Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência
F980,Transtornos mentais e comportamentais,Enurese de origem não,F980 - Enurese de origem não
F981,Transtornos mentais e comportamentais,Encoprese de origem não,F981 - Encoprese de origem não
F982,Transtornos mentais e comportamentais,Transtorno de alimentação na infância,F982 - Transtorno de alimentação na infância
F983,Transtornos mentais e comportamentais,Pica do lactente ou da criança,F983 - Pica do lactente ou da criança
F984,Transtornos mentais e comportamentais,Estereotipias motoras,F984 - Estereotipias motoras
F985,Transtornos mentais e comportamentais,Gagueira [tartamudez],F985 - Gagueira [tartamudez]
F986,Transtornos mentais e comportamentais,Linguagem precipitada,F986 - Linguagem precipitada
F988,Transtornos mentais e comportamentais,Outros transtornos comportamentais e emocionais especificados com início habitualmente na infância ou adolescência,F988 - Outros transtornos comportamentais e emocionais especificados com início habitualmente na infância ou adolescência
F989,Transtornos mentais e comportamentais,Transtornos comportamentais e emocionais não especificados com início habitualmente na infância ou adolescência,F989 - Transtornos comportamentais e emocionais não especificados com início habitualmente na infância ou adolescência
F99,Transtornos mentais e comportamentais,Transtorno mental não especificado em outra parte,F99 - Transtorno mental não especificado em outra parte
G00,Doenças do sistema nervoso,Meningite bacteriana não classificada em outra parte,G00 - Meningite bacteriana não classificada em outra parte
G000,Doenças do sistema nervoso,Meningite por Haemophilus,G000 - Meningite por Haemophilus
G001,Doenças do sistema nervoso,Meningite pneumocócica,G001 - Meningite pneumocócica
G002,Doenças do sistema nervoso,Meningite estreptocócica,G002 - Meningite estreptocócica
G003,Doenças do sistema nervoso,Meningite estafilocócica,G003 - Meningite estafilocócica
G008,Doenças do sistema nervoso,Outras meningites bacterianas,G008 - Outras meningites bacterianas
G009,Doenças do sistema nervoso,Meningite bacteriana não especificada,G009 - Meningite bacteriana não especificada
G01,Doenças do sistema nervoso,Meningite em doenças bacterianas classificadas em outra parte,G01 - Meningite em doenças bacterianas classificadas em outra parte
G02,Doenças do sistema nervoso,Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,G02 - Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte
G020,Doenças do sistema nervoso,Meningite em doenças virais classificadas em outra parte,G020 - Meningite em doenças virais classificadas em outra parte
G021,Doenças do sistema nervoso,Meningite em micoses,G021 - Meningite em micoses
G028,Doenças do sistema nervoso,Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,G028 - Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte
G03,Doenças do sistema nervoso,Meningite devida a outras causas e a causas não especificadas,G03 - Meningite devida a outras causas e a causas não especificadas
G030,Doenças do sistema nervoso,Meningite não,G030 - Meningite não
G031,Doenças do sistema nervoso,Meningite crônica,G031 - Meningite crônica
G032,Doenças do sistema nervoso,Meningite recorrente benigna [Mollaret],G032 - Meningite recorrente benigna [Mollaret]
G038,Doenças do sistema nervoso,Meningite devida a outras causas especificadas,G038 - Meningite devida a outras causas especificadas
G039,Doenças do sistema nervoso,Meningite não especificada,G039 - Meningite não especificada
G04,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite","G04 - Encefalite, mielite e encefalomielite"
G040,Doenças do sistema nervoso,Encefalite aguda disseminada,G040 - Encefalite aguda disseminada
G041,Doenças do sistema nervoso,Paraplegia espástica tropical,G041 - Paraplegia espástica tropical
G042,Doenças do sistema nervoso,Meningoencefalite e meningomielite bacterianas não classificadas em outra parte,G042 - Meningoencefalite e meningomielite bacterianas não classificadas em outra parte
G048,Doenças do sistema nervoso,"Outras encefalites, mielites e encefalomielites","G048 - Outras encefalites, mielites e encefalomielites"
G049,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite não especificada","G049 - Encefalite, mielite e encefalomielite não especificada"
G05,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","G05 - Encefalite, mielite e encefalomielite em doenças classificadas em outra parte"
G050,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite em doenças bacterianas classificadas em outra parte","G050 - Encefalite, mielite e encefalomielite em doenças bacterianas classificadas em outra parte"
G051,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite em doenças virais classificadas em outra parte","G051 - Encefalite, mielite e encefalomielite em doenças virais classificadas em outra parte"
G052,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite em outras doenças infecciosas e parasitárias classificadas em outra parte","G052 - Encefalite, mielite e encefalomielite em outras doenças infecciosas e parasitárias classificadas em outra parte"
G058,Doenças do sistema nervoso,"Encefalite, mielite e encefalomielite em outras doenças classificadas em outra parte","G058 - Encefalite, mielite e encefalomielite em outras doenças classificadas em outra parte"
G06,Doenças do sistema nervoso,Abscesso e granuloma intracranianos e intra,G06 - Abscesso e granuloma intracranianos e intra
G060,Doenças do sistema nervoso,Abscesso e granuloma intracranianos,G060 - Abscesso e granuloma intracranianos
G061,Doenças do sistema nervoso,Abscesso e granuloma intra,G061 - Abscesso e granuloma intra
G062,Doenças do sistema nervoso,Abscesso extradural e subdural não especificados,G062 - Abscesso extradural e subdural não especificados
G07,Doenças do sistema nervoso,Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,G07 - Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte
G08,Doenças do sistema nervoso,Flebite e tromboflebite intracranianas e intra,G08 - Flebite e tromboflebite intracranianas e intra
G09,Doenças do sistema nervoso,Seqüelas de doenças inflamatórias do sistema nervoso central,G09 - Seqüelas de doenças inflamatórias do sistema nervoso central
G10,Doenças do sistema nervoso,Doença de Huntington,G10 - Doença de Huntington
G11,Doenças do sistema nervoso,Ataxia hereditária,G11 - Ataxia hereditária
G110,Doenças do sistema nervoso,Ataxia congênita não,G110 - Ataxia congênita não
G111,Doenças do sistema nervoso,Ataxia cerebelar de início precoce,G111 - Ataxia cerebelar de início precoce
G112,Doenças do sistema nervoso,Ataxia cerebelar de início tardio,G112 - Ataxia cerebelar de início tardio
G113,Doenças do sistema nervoso,Ataxia cerebelar com déficit na reparação do DNA,G113 - Ataxia cerebelar com déficit na reparação do DNA
G114,Doenças do sistema nervoso,Paraplegia espástica hereditária,G114 - Paraplegia espástica hereditária
G118,Doenças do sistema nervoso,Outras ataxias hereditárias,G118 - Outras ataxias hereditárias
G119,Doenças do sistema nervoso,Ataxia hereditária não especificada,G119 - Ataxia hereditária não especificada
G12,Doenças do sistema nervoso,Atrofia muscular espinal e síndromes correlatas,G12 - Atrofia muscular espinal e síndromes correlatas
G120,Doenças do sistema nervoso,Atrofia muscular espinal infantil tipo I [Werdnig,G120 - Atrofia muscular espinal infantil tipo I [Werdnig
G121,Doenças do sistema nervoso,Outras atrofias musculares espinais hereditárias,G121 - Outras atrofias musculares espinais hereditárias
G122,Doenças do sistema nervoso,Doença do neurônio motor,G122 - Doença do neurônio motor
G128,Doenças do sistema nervoso,Outras atrofias musculares espinais e síndromes musculares correlatas,G128 - Outras atrofias musculares espinais e síndromes musculares correlatas
G129,Doenças do sistema nervoso,Atrofia muscular espinal não especificada,G129 - Atrofia muscular espinal não especificada
G13,Doenças do sistema nervoso,Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte,G13 - Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte
G130,Doenças do sistema nervoso,Neuromiopatia e neuropatia paraneoplásicas,G130 - Neuromiopatia e neuropatia paraneoplásicas
G131,Doenças do sistema nervoso,Outra atrofia sistêmica que afeta primariamente o sistema nervoso central em doenças neoplásicas,G131 - Outra atrofia sistêmica que afeta primariamente o sistema nervoso central em doenças neoplásicas
G132,Doenças do sistema nervoso,Atrofia sistêmica que afeta primariamente o sistema nervoso central no mixedema,G132 - Atrofia sistêmica que afeta primariamente o sistema nervoso central no mixedema
